entity_type,id,parent_id,building_code,building_name,floor,room_no,name,category,features,note
room,room:building:2-8:1층:101~113호:기계공장·풍력·동력전달·원자력·미래에너지융합 실험실 및 사업단 공간,floor:building:2-8:1층,2-8,공과대학 8호관(자동차산학협동관),1층,101~113호,기계공장·풍력·동력전달·원자력·미래에너지융합 실험실 및 사업단 공간,실험·지원공간,,
room,room:building:2-8:2층:201호:공학교육혁신센터 행정실,floor:building:2-8:2층,2-8,공과대학 8호관(자동차산학협동관),2층,201호,공학교육혁신센터 행정실,,,
room,room:building:2-8:2층:202호:공학교육혁신센터 부센터장실,floor:building:2-8:2층,2-8,공과대학 8호관(자동차산학협동관),2층,202호,공학교육혁신센터 부센터장실,,,
room,room:building:2-8:2층:203호:공학교육혁신센터 홍보실,floor:building:2-8:2층,2-8,공과대학 8호관(자동차산학협동관),2층,203호,공학교육혁신센터 홍보실,,,
room,room:building:2-8:2층:204-1호:공학교육혁신센터실,floor:building:2-8:2층,2-8,공과대학 8호관(자동차산학협동관),2층,204-1호,공학교육혁신센터실,,,
room,room:building:2-8:2층:204-2호:공학교육혁신거점센터장실,floor:building:2-8:2층,2-8,공과대학 8호관(자동차산학협동관),2층,204-2호,공학교육혁신거점센터장실,,,
room,room:building:2-8:2층:205호:자동차협력원 대회의실,floor:building:2-8:2층,2-8,공과대학 8호관(자동차산학협동관),2층,205호,자동차협력원 대회의실,,,
room,room:building:2-8:2층:206호:제어계측실험실,floor:building:2-8:2층,2-8,공과대학 8호관(자동차산학협동관),2층,206호,제어계측실험실,,,
room,room:building:2-8:2층:207·211호:지능형로봇연구소,floor:building:2-8:2층,2-8,공과대학 8호관(자동차산학협동관),2층,207·211호,지능형로봇연구소,,,
room,room:building:2-8:2층:208호:열공학실험실,floor:building:2-8:2층,2-8,공과대학 8호관(자동차산학협동관),2층,208호,열공학실험실,,,
room,room:building:2-8:2층:209·210호:IDEC강의실,floor:building:2-8:2층,2-8,공과대학 8호관(자동차산학협동관),2층,209·210호,IDEC강의실,,,
room,room:building:2-8:2층:212·213호:자동차협력원 화상강의실,floor:building:2-8:2층,2-8,공과대학 8호관(자동차산학협동관),2층,212·213호,자동차협력원 화상강의실,,,
room,room:building:2-8:3층:301~317호:대학원강의실·산학협력원·커플링사업단 행정실·기능성복합재료·플라즈마·신재생에너지 실험실,floor:building:2-8:3층,2-8,공과대학 8호관(자동차산학협동관),3층,301~317호,대학원강의실·산학협력원·커플링사업단 행정실·기능성복합재료·플라즈마·신재생에너지 실험실,교육·행정·연구공간,,
room,room:building:2-8:4층:401·402호:자동차협력원,floor:building:2-8:4층,2-8,공과대학 8호관(자동차산학협동관),4층,401·402호,자동차협력원,,,
room,room:building:2-8:4층:403호:제어계측실,floor:building:2-8:4층,2-8,공과대학 8호관(자동차산학협동관),4층,403호,제어계측실,,,
room,room:building:2-8:4층:404호:기능성복합재료실험실,floor:building:2-8:4층,2-8,공과대학 8호관(자동차산학협동관),4층,404호,기능성복합재료실험실,,,
room,room:building:2-8:4층:405호:공대공동시험소,floor:building:2-8:4층,2-8,공과대학 8호관(자동차산학협동관),4층,405호,공대공동시험소,,,
room,room:building:2-8:4층:406호:종합미디어정보강의실,floor:building:2-8:4층,2-8,공과대학 8호관(자동차산학협동관),4층,406호,종합미디어정보강의실,,,
room,room:building:2-8:4층:407호:전기자동차실험실,floor:building:2-8:4층,2-8,공과대학 8호관(자동차산학협동관),4층,407호,전기자동차실험실,,,
room,room:building:2-8:4층:408호:제어계측,floor:building:2-8:4층,2-8,공과대학 8호관(자동차산학협동관),4층,408호,제어계측,,,
room,room:building:2-8:4층:408-1·408-2호:구조·에너지융합 공간,floor:building:2-8:4층,2-8,공과대학 8호관(자동차산학협동관),4층,408-1·408-2호,구조·에너지융합 공간,,,
room,room:building:2-8:4층:409호:전북LED협업기술 R&D센터,floor:building:2-8:4층,2-8,공과대학 8호관(자동차산학협동관),4층,409호,전북LED협업기술 R&D센터,,,
room,room:building:2-8:4층:410·410-1·410-2호:IDEC실습실,floor:building:2-8:4층,2-8,공과대학 8호관(자동차산학협동관),4층,410·410-1·410-2호,IDEC실습실,,,
room,room:building:2-8:4층:414호:차세대장비기술센터,floor:building:2-8:4층,2-8,공과대학 8호관(자동차산학협동관),4층,414호,차세대장비기술센터,,,
room,room:building:2-8:4층:415호:교수연구실,floor:building:2-8:4층,2-8,공과대학 8호관(자동차산학협동관),4층,415호,교수연구실,,,
room,room:building:2-8:4층:416호:플라즈마공정개발실,floor:building:2-8:4층,2-8,공과대학 8호관(자동차산학협동관),4층,416호,플라즈마공정개발실,,,
room,room:building:2-8:4층:417·418-1·418호:BIN융합 연구공간,floor:building:2-8:4층,2-8,공과대학 8호관(자동차산학협동관),4층,417·418-1·418호,BIN융합 연구공간,,,
room,room:building:2-9:1층:102호:터보추진실험실,floor:building:2-9:1층,2-9,공과대학 9호관,1층,102호,터보추진실험실,연구공간,,
room,room:building:2-9:1층:106~108호:기능성복합재료 연구·시험실·학생회실,floor:building:2-9:1층,2-9,공과대학 9호관,1층,106~108호,기능성복합재료 연구·시험실·학생회실,연구·학생공간,,
room,room:building:2-9:3층:304·304-1호:연구용 실험실,floor:building:2-9:3층,2-9,공과대학 9호관,3층,304·304-1호,연구용 실험실,연구공간,,
room,room:building:2-9:4층:411호:강구조신뢰성평가실험실,floor:building:2-9:4층,2-9,공과대학 9호관,4층,411호,강구조신뢰성평가실험실,연구공간,,
room,room:building:2-9:4층:412~414호:재료파괴·신뢰성·생체재료·제어계측 및 해석 실험실·준비실,floor:building:2-9:4층,2-9,공과대학 9호관,4층,412~414호,재료파괴·신뢰성·생체재료·제어계측 및 해석 실험실·준비실,연구공간,,
room,room:building:2-9:4층:415·415-1호:연구용 실험실,floor:building:2-9:4층,2-9,공과대학 9호관,4층,415·415-1호,연구용 실험실,연구공간,,
room,room:building:2-9:5층:501~508호:항공우주 설계실습실·로봇실험실·공기역학실험실·교수연구실,floor:building:2-9:5층,2-9,공과대학 9호관,5층,501~508호,항공우주 설계실습실·로봇실험실·공기역학실험실·교수연구실,교육·연구공간,,
room,room:building:2-9:5층:509~512호:기계기구설계·나노에너지·생체시스템 실험실·준비실·세포배양실,floor:building:2-9:5층,2-9,공과대학 9호관,5층,509~512호,기계기구설계·나노에너지·생체시스템 실험실·준비실·세포배양실,연구공간,,
room,room:building:2-9:6층:601·603~609호:교수연구실,floor:building:2-9:6층,2-9,공과대학 9호관,6층,601·603~609호,교수연구실,,,
room,room:building:2-9:6층:602호:전공학습실,floor:building:2-9:6층,2-9,공과대학 9호관,6층,602호,전공학습실,,,
room,room:building:2-9:6층:610·612호:세미나실,floor:building:2-9:6층,2-9,공과대학 9호관,6층,610·612호,세미나실,,,
room,room:building:2-9:6층:611호:창의전공학생계실,floor:building:2-9:6층,2-9,공과대학 9호관,6층,611호,창의전공학생계실,,,
room,room:building:2-9:6층:613호:실험준비실,floor:building:2-9:6층,2-9,공과대학 9호관,6층,613호,실험준비실,,,
room,room:building:2-9:6층:614호:전산공탄성·구조실험실,floor:building:2-9:6층,2-9,공과대학 9호관,6층,614호,전산공탄성·구조실험실,,,
room,room:building:2-9:6층:615호:실험공력실험실,floor:building:2-9:6층,2-9,공과대학 9호관,6층,615호,실험공력실험실,,,
room,room:building:2-9:6층:616호:우주환경구조실험실,floor:building:2-9:6층,2-9,공과대학 9호관,6층,616호,우주환경구조실험실,,,
room,room:building:2-9:6층:617호:우주환경구조연구실,floor:building:2-9:6층,2-9,공과대학 9호관,6층,617호,우주환경구조연구실,,,
room,room:building:2-9:6층:618·619호:추진·연소실험실,floor:building:2-9:6층,2-9,공과대학 9호관,6층,618·619호,추진·연소실험실,,,
room,room:building:2-9:6층:620호:항공우주공학과 사무실·조교 문의,floor:building:2-9:6층,2-9,공과대학 9호관,6층,620호,항공우주공학과 사무실·조교 문의,행정공간,,
room,room:building:2-9:6층:620-1호:자료실,floor:building:2-9:6층,2-9,공과대학 9호관,6층,620-1호,자료실,,,
room,room:building:2-9:7층:701~707호:교수연구실,floor:building:2-9:7층,2-9,공과대학 9호관,7층,701~707호,교수연구실,,,
room,room:building:2-9:7층:708호:대학원연구실,floor:building:2-9:7층,2-9,공과대학 9호관,7층,708호,대학원연구실,,,
room,room:building:2-9:7층:709·710호:정보전자공학실험실,floor:building:2-9:7층,2-9,공과대학 9호관,7층,709·710호,정보전자공학실험실,,,
room,room:building:2-9:7층:711·712호:기능성복합재료실험실,floor:building:2-9:7층,2-9,공과대학 9호관,7층,711·712호,기능성복합재료실험실,,,
room,room:building:2-9:7층:713호:지능형고분자나노소재실험실,floor:building:2-9:7층,2-9,공과대학 9호관,7층,713호,지능형고분자나노소재실험실,,,
room,room:building:2-9:7층:714호:정보디스플레이신뢰성실험실,floor:building:2-9:7층,2-9,공과대학 9호관,7층,714호,정보디스플레이신뢰성실험실,,,
room,room:building:2-9:7층:715·716호:정보디스플레이실험실,floor:building:2-9:7층,2-9,공과대학 9호관,7층,715·716호,정보디스플레이실험실,,,
room,room:building:2-9:7층:717·718호:SPLEO실험실,floor:building:2-9:7층,2-9,공과대학 9호관,7층,717·718호,SPLEO실험실,,,
room,room:building:2-9:7층:719호:고분자·나노공학과 사무실·조교 문의,floor:building:2-9:7층,2-9,공과대학 9호관,7층,719호,고분자·나노공학과 사무실·조교 문의,행정공간,,
room,room:building:2-9:7층:720호:교수회의실,floor:building:2-9:7층,2-9,공과대학 9호관,7층,720호,교수회의실,,,
room,room:building:2-9:8층:801호:교수연구실,floor:building:2-9:8층,2-9,공과대학 9호관,8층,801호,교수연구실,,,
room,room:building:2-9:8층:801-1호:나노융합 학과사무실·조교 문의,floor:building:2-9:8층,2-9,공과대학 9호관,8층,801-1호,나노융합 학과사무실·조교 문의,전화번호 공식 미공개,,
room,room:building:2-9:8층:802·810·811호:교수연구실,floor:building:2-9:8층,2-9,공과대학 9호관,8층,802·810·811호,교수연구실,,,
room,room:building:2-9:8층:803호:도시공학 대학원강의실,floor:building:2-9:8층,2-9,공과대학 9호관,8층,803호,도시공학 대학원강의실,,,
room,room:building:2-9:8층:804호:모형제작실험실,floor:building:2-9:8층,2-9,공과대학 9호관,8층,804호,모형제작실험실,,,
room,room:building:2-9:8층:805호:교통공학실험실,floor:building:2-9:8층,2-9,공과대학 9호관,8층,805호,교통공학실험실,,,
room,room:building:2-9:8층:806호:도시개발실험준비실,floor:building:2-9:8층,2-9,공과대학 9호관,8층,806호,도시개발실험준비실,,,
room,room:building:2-9:8층:807호:도시개발실습실,floor:building:2-9:8층,2-9,공과대학 9호관,8층,807호,도시개발실습실,,,
room,room:building:2-9:8층:808호:연구용실험실,floor:building:2-9:8층,2-9,공과대학 9호관,8층,808호,연구용실험실,,,
room,room:building:2-9:8층:809호:광전자연구실,floor:building:2-9:8층,2-9,공과대학 9호관,8층,809호,광전자연구실,,,
room,room:building:2-9:8층:812·813호:DDS·조직공학실험실,floor:building:2-9:8층,2-9,공과대학 9호관,8층,812·813호,DDS·조직공학실험실,,,
room,room:building:2-9:8층:814·815호:의용생체공학실험실,floor:building:2-9:8층,2-9,공과대학 9호관,8층,814·815호,의용생체공학실험실,,,
room,room:building:2-9:8층:816호:Nanomedicine실험실,floor:building:2-9:8층,2-9,공과대학 9호관,8층,816호,Nanomedicine실험실,,,
room,room:building:2-9:8층:817호:유기광전자소자실험실,floor:building:2-9:8층,2-9,공과대학 9호관,8층,817호,유기광전자소자실험실,,,
room,room:building:2-9:9층:901~908호:교수·대학원·도시설계 연구실,floor:building:2-9:9층,2-9,공과대학 9호관,9층,901~908호,교수·대학원·도시설계 연구실,,,
room,room:building:2-9:9층:909호:컴퓨터실습실·단지계획실습 준비실,floor:building:2-9:9층,2-9,공과대학 9호관,9층,909호,컴퓨터실습실·단지계획실습 준비실,,,
room,room:building:2-9:9층:910호:학생회실,floor:building:2-9:9층,2-9,공과대학 9호관,9층,910호,학생회실,,,
room,room:building:2-9:9층:911호:연구용실험실,floor:building:2-9:9층,2-9,공과대학 9호관,9층,911호,연구용실험실,,,
room,room:building:2-9:9층:912호:교수연구실,floor:building:2-9:9층,2-9,공과대학 9호관,9층,912호,교수연구실,,,
room,room:building:2-9:9층:913호:CAD실습실,floor:building:2-9:9층,2-9,공과대학 9호관,9층,913호,CAD실습실,,,
room,room:building:2-9:9층:914~916호:도시설계실습실 1~3,floor:building:2-9:9층,2-9,공과대학 9호관,9층,914~916호,도시설계실습실 1~3,,,
room,room:building:2-9:9층:917호:도시공학과 사무실·조교 문의,floor:building:2-9:9층,2-9,공과대학 9호관,9층,917호,도시공학과 사무실·조교 문의,행정공간,,
room,room:building:2-9:9층:918호:자료실,floor:building:2-9:9층,2-9,공과대학 9호관,9층,918호,자료실,,,
room,room:building:2-20:1층:101호:기계공장실,floor:building:2-20:1층,2-20,공대공장동,1층,101호,기계공장실,,,
room,room:building:2-20:1층:101-1호:실험실습지원실,floor:building:2-20:1층,2-20,공대공장동,1층,101-1호,실험실습지원실,,,
room,room:building:2-20:1층:101-2호:공구실,floor:building:2-20:1층,2-20,공대공장동,1층,101-2호,공구실,,,
room,room:building:2-20:1층:102호:연소공학실험실,floor:building:2-20:1층,2-20,공대공장동,1층,102호,연소공학실험실,,,
room,room:building:2-20:1층:102-1호:분석실1,floor:building:2-20:1층,2-20,공대공장동,1층,102-1호,분석실1,,,
room,room:building:2-20:1층:103호:미래에너지융합·화학공학 연구실,floor:building:2-20:1층,2-20,공대공장동,1층,103호,미래에너지융합·화학공학 연구실,,,
room,room:building:2-20:1층:103-1호:준비실,floor:building:2-20:1층,2-20,공대공장동,1층,103-1호,준비실,,,
room,room:building:2-20:1층:104호:건축구조실험실,floor:building:2-20:1층,2-20,공대공장동,1층,104호,건축구조실험실,,,
room,room:building:2-20:1층:104-1호:건축준비실,floor:building:2-20:1층,2-20,공대공장동,1층,104-1호,건축준비실,,,
room,room:building:2-20:1층:105호:만능시험기실,floor:building:2-20:1층,2-20,공대공장동,1층,105호,만능시험기실,,,
room,room:building:2-20:1층:105-1호:만능시험기제어실,floor:building:2-20:1층,2-20,공대공장동,1층,105-1호,만능시험기제어실,,,
room,room:building:2-20:1층:106호:토목수리실험실,floor:building:2-20:1층,2-20,공대공장동,1층,106호,토목수리실험실,,,
room,room:building:2-20:1층:106-1호:펌프제어실,floor:building:2-20:1층,2-20,공대공장동,1층,106-1호,펌프제어실,,,
room,room:building:2-20:1층:X01·X02·211호:사무공간,floor:building:2-20:1층,2-20,공대공장동,1층,X01·X02·211호,사무공간,,,
room,room:building:2-20:2층:201호:기계공작법·안전교육실,floor:building:2-20:2층,2-20,공대공장동,2층,201호,기계공작법·안전교육실,,,
room,room:building:2-20:2층:201-1호:용접실,floor:building:2-20:2층,2-20,공대공장동,2층,201-1호,용접실,,,
room,room:building:2-20:2층:201-2호:재단실,floor:building:2-20:2층,2-20,공대공장동,2층,201-2호,재단실,,,
room,room:building:2-20:2층:202호:미래에너지융합핵심센터,floor:building:2-20:2층,2-20,공대공장동,2층,202호,미래에너지융합핵심센터,,,
room,room:building:2-20:2층:203호:건축실험제어실,floor:building:2-20:2층,2-20,공대공장동,2층,203호,건축실험제어실,,,
room,room:building:2-20:2층:204호:콘크리트공학연구실,floor:building:2-20:2층,2-20,공대공장동,2층,204호,콘크리트공학연구실,,,
room,room:building:2-20:2층:205호:교육용실험실,floor:building:2-20:2층,2-20,공대공장동,2층,205호,교육용실험실,,,
room,room:building:2-20:2층:206호:하드웨어설계실,floor:building:2-20:2층,2-20,공대공장동,2층,206호,하드웨어설계실,,,
room,room:building:2-20:2층:208호:분석실2,floor:building:2-20:2층,2-20,공대공장동,2층,208호,분석실2,,,
room,room:building:2-20:3층:301~310호:창업보육실,floor:building:2-20:3층,2-20,공대공장동,3층,301~310호,창업보육실,,,
room,room:building:2-20:3층:311호:세미나실,floor:building:2-20:3층,2-20,공대공장동,3층,311호,세미나실,,,
room,room:building:2-20:3층:312-2호:화장실,floor:building:2-20:3층,2-20,공대공장동,3층,312-2호,화장실,,,
room,room:building:2-20:3층:313호:물탱크실,floor:building:2-20:3층,2-20,공대공장동,3층,313호,물탱크실,,,
room,room:building:2-23:전체:공식 홈페이지에 층·호실 정보가 공개되지 않음:현장 또는 공과대학 행정실 확인 필요,floor:building:2-23:전체,2-23,대형풍동센터,전체,공식 홈페이지에 층·호실 정보가 공개되지 않음,현장 또는 공과대학 행정실 확인 필요,,,
floor,floor:building:4-3:1층,building:4-3,4-3,진수당,1층,,,,,
floor,floor:building:BLD-INTL:1층,building:BLD-INTL,BLD-INTL,인터내셔널센터,1층,,,,,
floor,floor:building:BLD-INTL:1.5층,building:BLD-INTL,BLD-INTL,인터내셔널센터,1.5층,,,,,
floor,floor:building:BLD-INTL:2층,building:BLD-INTL,BLD-INTL,인터내셔널센터,2층,,,,,
floor,floor:building:BLD-INTL:3층,building:BLD-INTL,BLD-INTL,인터내셔널센터,3층,,,,,
floor,floor:building:BLD-INTL:4층,building:BLD-INTL,BLD-INTL,인터내셔널센터,4층,,,,,
floor,floor:building:BLD-INTL:5층,building:BLD-INTL,BLD-INTL,인터내셔널센터,5층,,,,,
floor,floor:building:BLD-INTL:6층,building:BLD-INTL,BLD-INTL,인터내셔널센터,6층,,,,,
floor,floor:building:BLD-INTL:7층,building:BLD-INTL,BLD-INTL,인터내셔널센터,7층,,,,,
floor,floor:building:1-1:1층,building:1-1,1-1,대학본부,1층,,,,,
floor,floor:building:1-26:지하,building:1-26,1-26,동아리전용관,지하,,,,,
floor,floor:building:1-26:1층,building:1-26,1-26,동아리전용관,1층,,,,,
floor,floor:building:1-26:2층,building:1-26,1-26,동아리전용관,2층,,,,,
floor,floor:building:1-26:3층,building:1-26,1-26,동아리전용관,3층,,,,,
floor,floor:building:1-26:공통,building:1-26,1-26,동아리전용관,공통,,,,,
floor,floor:building:중앙도서관:1층,building:중앙도서관,,중앙도서관,1층,,,,,
floor,floor:building:중앙도서관:2층,building:중앙도서관,,중앙도서관,2층,,,,,
floor,floor:building:중앙도서관:3층,building:중앙도서관,,중앙도서관,3층,,,,,
floor,floor:building:중앙도서관:4층,building:중앙도서관,,중앙도서관,4층,,,,,
floor,floor:building:중앙도서관:지하,building:중앙도서관,,중앙도서관,지하,,,,,
floor,floor:building:중앙도서관:공통,building:중앙도서관,,중앙도서관,공통,,,,,
floor,floor:building:중앙도서관:2~3층,building:중앙도서관,,중앙도서관,2~3층,,,,,
floor,floor:building:중앙도서관:2~4층,building:중앙도서관,,중앙도서관,2~4층,,,,,
floor,floor:building:BLD-101:1층,building:BLD-101,BLD-101,학생타운,1층,,,,,
floor,floor:building:BLD-101:2층,building:BLD-101,BLD-101,학생타운,2층,,,,,
floor,floor:building:BLD-101:3층,building:BLD-101,BLD-101,학생타운,3층,,,,,
floor,floor:building:BLD-101:4층,building:BLD-101,BLD-101,학생타운,4층,,,,,
facility,facility:4-3:a23868d312822695,floor:building:4-3:1층,4-3,진수당,1층,,카페,카페,음료 및 휴식,
facility,facility:4-3:fad9c208270c0bd9,floor:building:4-3:1층,4-3,진수당,1층,,휴게실,휴게공간,휴식 가능,콘센트 있음
facility,facility:4-3:73806eceede2b53a,floor:building:4-3:1층,4-3,진수당,1층,,남자화장실,편의시설,,수량 2개
facility,facility:4-3:e415d45a543ddb76,floor:building:4-3:1층,4-3,진수당,1층,,여자화장실,편의시설,,수량 2개
facility,facility:4-3:fcb696630e49ac28,floor:building:4-3:1층,4-3,진수당,1층,,편의점,상업·편의시설,물품 구매 가능,건물 외부
facility,facility:4-3:3c78832f471fb857,floor:building:4-3:2층,4-3,진수당,2층,,정수기,편의시설,음용수 이용 가능,
facility,facility:4-3:c02befd0bae3eb7b,floor:building:4-3:2층,4-3,진수당,2층,,프린터,출력시설,인쇄 가능,
facility,facility:4-3:7cbb412ba66f86f6,floor:building:4-3:2층,4-3,진수당,2층,,남자화장실,편의시설,,수량 2개
facility,facility:4-3:de3e070267b2e562,floor:building:4-3:2층,4-3,진수당,2층,,여자화장실,편의시설,,수량 2개
facility,facility:4-3:a5983ed094d39f91,floor:building:4-3:2층,4-3,진수당,2층,,야외공간,휴게·이동공간,진수당과 연결,
facility,facility:4-3:b67389b896c21b01,floor:building:4-3:2층,4-3,진수당,2층,,복도 의자,휴게공간,대기 및 휴식 가능,
facility,facility:4-3:4b6a5b192c0d5268,floor:building:4-3:2층,4-3,진수당,2층,,사물함,편의시설,개인 물품 보관,
facility,facility:4-3:99c76d8d0ae556df,floor:building:4-3:3층,4-3,진수당,3층,,학생맞춤형 학습공간,학습공간,부스형 개인 학습공간,콘센트 있음
facility,facility:4-3:bcdea312c545dece,floor:building:4-3:3층,4-3,진수당,3층,,정수기,편의시설,음용수 이용 가능,
facility,facility:4-3:629f27ec12ce0a96,floor:building:4-3:3층,4-3,진수당,3층,,남자화장실,편의시설,,수량 2개
facility,facility:4-3:7d7be6ca20a56672,floor:building:4-3:3층,4-3,진수당,3층,,여자화장실,편의시설,,수량 2개
facility,facility:4-3:725b5f0a54ac8fd9,floor:building:4-3:3층,4-3,진수당,3층,,복도 의자,휴게공간,대기 및 휴식 가능,
facility,facility:4-3:a7c98b7239ae61e5,floor:building:4-3:4층,4-3,진수당,4층,,야외공간,휴게·이동공간,진수당2와 연결,연결 건물명 확인
facility,facility:4-3:adc173dd911a4a6e,floor:building:4-3:4층,4-3,진수당,4층,,정수기,편의시설,음용수 이용 가능,
facility,facility:4-3:acb357d18b2523f3,floor:building:4-3:4층,4-3,진수당,4층,,사물함,편의시설,개인 물품 보관,
facility,facility:4-3:33dc03a7611154e8,floor:building:4-3:4층,4-3,진수당,4층,,복도 의자,휴게공간,대기 및 휴식 가능,
facility,facility:4-3:e5e21282970a2d3a,floor:building:4-3:5층,4-3,진수당,5층,,남자화장실,편의시설,,수량 2개
facility,facility:4-3:fb3497a70ed2c328,floor:building:4-3:5층,4-3,진수당,5층,,여자화장실,편의시설,,수량 2개
facility,facility:4-3:d810eef8158727f8,floor:building:4-3:5층,4-3,진수당,5층,,복도 의자,휴게공간,대기 및 휴식 가능,
facility,facility:4-3:3f4ea600d65e51af,floor:building:4-3:5층,4-3,진수당,5층,,정수기,편의시설,음용수 이용 가능,
facility,facility:BLD-INTL:abfcfefd25a94adf,floor:building:BLD-INTL:1층,BLD-INTL,인터내셔널센터,1층,,아로미마실,카페,음료 이용 가능,
facility,facility:BLD-INTL:44af6eaffa920529,floor:building:BLD-INTL:1층,BLD-INTL,인터내셔널센터,1층,,편의점,상업·편의시설,물품 구매 가능,
facility,facility:BLD-INTL:3e90ed6a707d2ecd,floor:building:BLD-INTL:1층,BLD-INTL,인터내셔널센터,1층,,주차요금정산기,주차·편의시설,주차요금 정산,
facility,facility:BLD-INTL:c7789e39b53b00e8,floor:building:BLD-INTL:1층,BLD-INTL,인터내셔널센터,1층,,국제라운지,학습·휴게공간,학습 및 휴식 가능,콘센트 있음
facility,facility:BLD-INTL:0b280d5b864dea6f,floor:building:BLD-INTL:1층,BLD-INTL,인터내셔널센터,1층,,소파,휴게공간,휴식 가능,국제라운지 내
facility,facility:BLD-INTL:da1499ce9ed4d381,floor:building:BLD-INTL:1층,BLD-INTL,인터내셔널센터,1층,,커피머신,식음·편의시설,커피 이용 가능,유프레소 카페
facility,facility:BLD-INTL:cb546c5ef40c61ca,floor:building:BLD-INTL:1층,BLD-INTL,인터내셔널센터,1층,,남자화장실,편의시설,,
facility,facility:BLD-INTL:c832efd66d1cc861,floor:building:BLD-INTL:1층,BLD-INTL,인터내셔널센터,1층,,여자화장실,편의시설,,
facility,facility:BLD-INTL:41d7678cade27f42,floor:building:BLD-INTL:1.5층,BLD-INTL,인터내셔널센터,1.5층,,휴게공간,휴게공간,휴식 및 대기 가능,
facility,facility:BLD-INTL:a221eb82efd4d02e,floor:building:BLD-INTL:2층,BLD-INTL,인터내셔널센터,2층,,입학처,행정시설,입학 관련 업무,
facility,facility:BLD-INTL:b92b8aa4429f90ff,floor:building:BLD-INTL:2층,BLD-INTL,인터내셔널센터,2층,,휴게공간,휴게공간,휴식 및 대기 가능,
facility,facility:BLD-INTL:1408783a33685167,floor:building:BLD-INTL:2층,BLD-INTL,인터내셔널센터,2층,,남자화장실,편의시설,,
facility,facility:BLD-INTL:0d1a66915e8067ed,floor:building:BLD-INTL:2층,BLD-INTL,인터내셔널센터,2층,,여자화장실,편의시설,,
facility,facility:BLD-INTL:1dcf3f1a12c84eb6,floor:building:BLD-INTL:3층,BLD-INTL,인터내셔널센터,3층,,남자화장실,편의시설,,
facility,facility:BLD-INTL:3e05ec58cbe45872,floor:building:BLD-INTL:3층,BLD-INTL,인터내셔널센터,3층,,여자화장실,편의시설,,
facility,facility:BLD-INTL:bf34de18ad8f7093,floor:building:BLD-INTL:3층,BLD-INTL,인터내셔널센터,3층,,정수기,편의시설,음용수 이용 가능,
facility,facility:BLD-INTL:92f16d9954d9c0ee,floor:building:BLD-INTL:3층,BLD-INTL,인터내셔널센터,3층,,언어교육부,교육·행정시설,언어교육 관련 업무,
facility,facility:BLD-INTL:e3f03e02096e0ee8,floor:building:BLD-INTL:3층,BLD-INTL,인터내셔널센터,3층,,창업교육센터,교육·지원시설,창업교육 관련 지원,
facility,facility:BLD-INTL:ec243568126ba059,floor:building:BLD-INTL:3층,BLD-INTL,인터내셔널센터,3층,,현장실습센터,학생지원시설,현장실습 관련 지원,
facility,facility:BLD-INTL:d003afd4f79126fa,floor:building:BLD-INTL:3층,BLD-INTL,인터내셔널센터,3층,,무인증명발급서비스,행정서비스,증명서 무인 발급,
facility,facility:BLD-INTL:66f25c26b5f0b29f,floor:building:BLD-INTL:3층,BLD-INTL,인터내셔널센터,3층,,남자 직원전용화장실,직원시설,직원 전용,
facility,facility:BLD-INTL:530f80303f44494d,floor:building:BLD-INTL:3층,BLD-INTL,인터내셔널센터,3층,,여자 직원전용화장실,직원시설,직원 전용,
facility,facility:BLD-INTL:3e5a0ce449158661,floor:building:BLD-INTL:4층,BLD-INTL,인터내셔널센터,4층,,정수기,편의시설,음용수 이용 가능,수량 2대
facility,facility:BLD-INTL:6312ddcfb58582d0,floor:building:BLD-INTL:4층,BLD-INTL,인터내셔널센터,4층,,휴게공간,휴게공간,휴식 가능,
facility,facility:BLD-INTL:465807a54635dc0e,floor:building:BLD-INTL:4층,BLD-INTL,인터내셔널센터,4층,,복도 대기의자,휴게·대기공간,테이블과 의자가 있어 대기·간단한 학습 가능,다른 층과 형태 차이
facility,facility:BLD-INTL:25b631df566c22e6,floor:building:BLD-INTL:4층,BLD-INTL,인터내셔널센터,4층,,드래곤스터디룸,학습공간,부스형 스터디 공간,
facility,facility:BLD-INTL:6ff10c4915234397,floor:building:BLD-INTL:4층,BLD-INTL,인터내셔널센터,4층,,스카이라운지,휴게공간,야외 휴식 가능,옥상정원
facility,facility:BLD-INTL:404bf341d91aed34,floor:building:BLD-INTL:4층,BLD-INTL,인터내셔널센터,4층,,야외 옥상정원,야외공간,휴식 및 야외공간 이용,스카이라운지
facility,facility:BLD-INTL:1048d59cece35424,floor:building:BLD-INTL:5층,BLD-INTL,인터내셔널센터,5층,,휴게공간,휴게공간,휴식 가능,
facility,facility:BLD-INTL:d102b4f3d9d8de08,floor:building:BLD-INTL:5층,BLD-INTL,인터내셔널센터,5층,,복도 대기의자,휴게·대기공간,대기 가능,
facility,facility:BLD-INTL:ec41ae9c46d3976f,floor:building:BLD-INTL:5층,BLD-INTL,인터내셔널센터,5층,,남자화장실,편의시설,,
facility,facility:BLD-INTL:6e281e30cc3ed409,floor:building:BLD-INTL:5층,BLD-INTL,인터내셔널센터,5층,,여자화장실,편의시설,,
